GI	V2	len	db	Plastic
ERR1713355_spa_contigs_125159_2	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713355_spa_contigs_125159_2	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713355_spa_contigs_125159_2	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713355_spa_contigs_125159_2	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713355_spa_contigs_231077_1	735	245	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713355_spa_contigs_231077_1	735	245	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713355_spa_contigs_231077_1	735	245	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713355_spa_contigs_231077_1	735	245	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713355_spa_contigs_288711_1	600	200	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713355_spa_contigs_375888_1	444	148	WP_118011433.1	PET
ERR1713355_spa_contigs_447978_1	600	200	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713355_spa_contigs_447978_1	600	200	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713355_spa_contigs_447978_1	600	200	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713355_spa_contigs_447978_1	600	200	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713355_spa_contigs_771064_1	438	146	AYO90679.1	PE
ERR1713356_spa_contigs_63649_1	1236	412	BAA19791.1	PHAs
ERR1713356_spa_contigs_63649_1	1236	412	BAA19791.1	PEA
ERR1713356_spa_contigs_63649_1	1236	412	BAA19791.1	PES
ERR1713356_spa_contigs_128886_2	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713356_spa_contigs_207065_1	681	227	AAD03558.1	PAE
ERR1713357_spa_contigs_705_4	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713357_spa_contigs_705_4	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713357_spa_contigs_705_4	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713357_spa_contigs_705_4	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713357_spa_contigs_1149_1	657	219	WP_085690612.1	PET
ERR1713357_spa_contigs_1499_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_1499_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_1499_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_1499_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_5024_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_5024_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_5024_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_5024_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_5334_4	657	219	WP_085690612.1	PET
ERR1713357_spa_contigs_15304_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_15304_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_15304_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_15304_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_24003_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_24003_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_24003_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_24003_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_32615_2	1482	494	BAA19791.1	PHAs
ERR1713357_spa_contigs_32615_2	1482	494	BAA19791.1	PEA
ERR1713357_spa_contigs_32615_2	1482	494	BAA19791.1	PES
ERR1713357_spa_contigs_36184_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_36184_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_36184_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_36184_1	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_37501_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_37501_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_37501_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_37501_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_38519_1	426	142	AAN70570.1	PHAs
ERR1713357_spa_contigs_51648_1	657	219	WP_085690612.1	PET
ERR1713357_spa_contigs_53357_2	582	194	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_53357_2	582	194	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_53357_2	582	194	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_53357_2	582	194	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_56604_2	1023	341	POM09750.1	PU
ERR1713357_spa_contigs_61124_1	804	268	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_61124_1	804	268	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_61124_1	804	268	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_61124_1	804	268	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_70114_1	657	219	WP_085690612.1	PET
ERR1713357_spa_contigs_70441_1	750	250	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713357_spa_contigs_70441_1	750	250	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713357_spa_contigs_70441_1	750	250	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713357_spa_contigs_70441_1	750	250	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713357_spa_contigs_73443_3	525	175	AOA73724.1	PVA
ERR1713357_spa_contigs_73859_2	651	217	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_73859_2	651	217	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_73859_2	651	217	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_73859_2	651	217	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_90554_1	546	182	WP_085690612.1	PET
ERR1713357_spa_contigs_100624_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713357_spa_contigs_100624_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713357_spa_contigs_100624_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713357_spa_contigs_100624_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713357_spa_contigs_101376_2	777	259	POM09750.1	PU
ERR1713357_spa_contigs_113635_1	693	231	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_113635_1	693	231	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_113635_1	693	231	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_113635_1	693	231	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_140875_1	726	242	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_140875_1	726	242	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_140875_1	726	242	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_140875_1	726	242	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_167914_1	705	235	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_167914_1	705	235	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_167914_1	705	235	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_167914_1	705	235	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_191173_1	648	216	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713357_spa_contigs_191173_1	648	216	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713357_spa_contigs_191173_1	648	216	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713357_spa_contigs_191173_1	648	216	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713357_spa_contigs_209397_1	576	192	WP_085690612.1	PET
ERR1713357_spa_contigs_210662_1	543	181	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713357_spa_contigs_212329_1	381	127	WP_085690612.1	PET
ERR1713357_spa_contigs_212839_1	603	201	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713357_spa_contigs_212839_1	603	201	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713357_spa_contigs_212839_1	603	201	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713357_spa_contigs_212839_1	603	201	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713357_spa_contigs_231581_1	570	190	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713357_spa_contigs_231581_1	570	190	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713357_spa_contigs_231581_1	570	190	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713357_spa_contigs_231581_1	570	190	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713357_spa_contigs_308778_1	402	134	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713357_spa_contigs_350220_1	432	144	WP_085690612.1	PET
ERR1713357_spa_contigs_424032_1	381	127	WP_085690612.1	PET
ERR1713358_spa_contigs_192057_1	1020	340	ACI48814.2	PHAs
ERR1713359_spa_contigs_12_111	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713359_spa_contigs_12_111	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713359_spa_contigs_12_111	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713359_spa_contigs_12_111	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713359_spa_contigs_88_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713359_spa_contigs_88_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713359_spa_contigs_88_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713359_spa_contigs_88_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713359_spa_contigs_185_15	1425	475	POM09750.1	PU
ERR1713359_spa_contigs_520_12	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713359_spa_contigs_520_12	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713359_spa_contigs_520_12	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713359_spa_contigs_520_12	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713359_spa_contigs_665_8	657	219	WP_085690612.1	PET
ERR1713359_spa_contigs_9702_1	657	219	WP_085690612.1	PET
ERR1713359_spa_contigs_10118_2	1707	569	UVG67878.1	PE
ERR1713359_spa_contigs_17635_2	1374	458	UVG67878.1	PE
ERR1713359_spa_contigs_18250_2	1323	441	POM09750.1	PU
ERR1713359_spa_contigs_48142_1	657	219	WP_085690612.1	PET
ERR1713359_spa_contigs_55585_1	657	219	WP_085690612.1	PET
ERR1713359_spa_contigs_80609_1	657	219	WP_085690612.1	PET
ERR1713359_spa_contigs_85201_1	489	163	WP_118011433.1	PET
ERR1713359_spa_contigs_89156_1	822	274	UVG67878.1	PE
ERR1713359_spa_contigs_112726_1	438	146	WP_085690612.1	PET
ERR1713359_spa_contigs_403818_1	351	117	WP_085690612.1	PET
ERR1713360_spa_contigs_44425_1	1200	400	UVG67878.1	PE
ERR1713360_spa_contigs_86055_1	753	251	BAA35137.1	PHAs
ERR1713360_spa_contigs_86055_1	753	251	BAA35137.1	PPL
ERR1713360_spa_contigs_140752_1	369	123	WP_085690612.1	PET
ERR1713360_spa_contigs_202785_1	570	190	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713360_spa_contigs_202785_1	570	190	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713360_spa_contigs_202785_1	570	190	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713360_spa_contigs_202785_1	570	190	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713360_spa_contigs_275677_1	483	161	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
ERR1713362_spa_contigs_196200_1	972	324	BAA19791.1	PHAs
ERR1713362_spa_contigs_196200_1	972	324	BAA19791.1	PEA
ERR1713362_spa_contigs_196200_1	972	324	BAA19791.1	PES
ERR1713363_spa_contigs_2252_4	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713363_spa_contigs_2252_4	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713363_spa_contigs_2252_4	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713363_spa_contigs_2252_4	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713363_spa_contigs_21131_3	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713363_spa_contigs_41300_2	1341	447	BAO20806.1	PHAs
ERR1713363_spa_contigs_42503_1	1251	417	BAA19791.1	PHAs
ERR1713363_spa_contigs_42503_1	1251	417	BAA19791.1	PEA
ERR1713363_spa_contigs_42503_1	1251	417	BAA19791.1	PES
ERR1713363_spa_contigs_115809_1	1140	380	UVG67878.1	PE
ERR1713363_spa_contigs_133561_1	837	279	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713363_spa_contigs_133561_1	837	279	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713363_spa_contigs_133561_1	837	279	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713363_spa_contigs_133561_1	837	279	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713363_spa_contigs_142965_2	552	184	WP_085690612.1	PET
ERR1713363_spa_contigs_192096_2	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
ERR1713363_spa_contigs_192096_2	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
ERR1713363_spa_contigs_192096_2	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
ERR1713363_spa_contigs_192096_2	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
ERR1713363_spa_contigs_259766_1	723	241	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713363_spa_contigs_259766_1	723	241	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713363_spa_contigs_259766_1	723	241	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713363_spa_contigs_259766_1	723	241	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713363_spa_contigs_291845_1	609	203	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
ERR1713363_spa_contigs_415546_1	531	177	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713363_spa_contigs_415546_1	531	177	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713363_spa_contigs_415546_1	531	177	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713363_spa_contigs_415546_1	531	177	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713363_spa_contigs_472556_1	477	159	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
ERR1713363_spa_contigs_540659_1	477	159	WP_085690612.1	PET
ERR1713363_spa_contigs_599460_1	450	150	AMW89397.1	PBAT
ERR1713363_spa_contigs_646830_1	429	143	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713363_spa_contigs_646830_1	429	143	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713363_spa_contigs_646830_1	429	143	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713363_spa_contigs_646830_1	429	143	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713363_spa_contigs_761304_1	390	130	WP_085690612.1	PET
ERR1713363_spa_contigs_1133445_1	312	104	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713365_spa_contigs_79964_1	351	117	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713365_spa_contigs_199715_1	468	156	AAN70570.1	PHAs
ERR1713365_spa_contigs_299144_1	441	147	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713365_spa_contigs_299144_1	441	147	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713365_spa_contigs_299144_1	441	147	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713365_spa_contigs_299144_1	441	147	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713366_spa_contigs_17177_1	630	210	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713367_spa_contigs_1426_1	978	326	BAF98451.1	PEG
ERR1713367_spa_contigs_155315_1	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713367_spa_contigs_187315_1	684	228	BAE47077.1	TP
ERR1713367_spa_contigs_214741_1	828	276	BAA19791.1	PHAs
ERR1713367_spa_contigs_214741_1	828	276	BAA19791.1	PEA
ERR1713367_spa_contigs_214741_1	828	276	BAA19791.1	PES
ERR1713367_spa_contigs_219470_2	816	272	BAA35137.1	PHAs
ERR1713367_spa_contigs_219470_2	816	272	BAA35137.1	PPL
ERR1713367_spa_contigs_301858_1	534	178	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713367_spa_contigs_301858_1	534	178	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713367_spa_contigs_301858_1	534	178	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713367_spa_contigs_301858_1	534	178	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713367_spa_contigs_703978_1	594	198	AAA64538.1	PHAs
ERR1713368_spa_contigs_80755_1	1137	379	UVG67878.1	PE
ERR1713368_spa_contigs_241927_1	657	219	WP_085690612.1	PET
ERR1713368_spa_contigs_387353_1	624	208	AAN70570.1	PHAs
ERR1713369_spa_contigs_89190_1	816	272	BAA19791.1	PHAs
ERR1713369_spa_contigs_89190_1	816	272	BAA19791.1	PEA
ERR1713369_spa_contigs_89190_1	816	272	BAA19791.1	PES
ERR1713369_spa_contigs_111833_2	1038	346	UVG67878.1	PE
ERR1713369_spa_contigs_158074_1	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713369_spa_contigs_334995_1	498	166	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713369_spa_contigs_722075_1	471	157	WP_118011433.1	PET
ERR1713370_spa_contigs_385860_1	489	163	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
ERR1713371_spa_contigs_134_18	657	219	WP_085690612.1	PET
ERR1713371_spa_contigs_1536_6	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713371_spa_contigs_1536_6	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713371_spa_contigs_1536_6	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713371_spa_contigs_1536_6	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713371_spa_contigs_2425_5	657	219	WP_085690612.1	PET
ERR1713371_spa_contigs_3651_4	657	219	WP_085690612.1	PET
ERR1713371_spa_contigs_8153_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713371_spa_contigs_8153_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713371_spa_contigs_8153_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713371_spa_contigs_8153_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713371_spa_contigs_14857_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR1713371_spa_contigs_14857_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR1713371_spa_contigs_14857_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR1713371_spa_contigs_14857_2	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR1713371_spa_contigs_16224_1	657	219	WP_085690612.1	PET
ERR1713371_spa_contigs_19126_3	1041	347	POM09750.1	PU
ERR1713371_spa_contigs_24751_1	657	219	WP_085690612.1	PET
ERR1713371_spa_contigs_29652_2	657	219	WP_085690612.1	PET
